,timestamp,Stock,Close,Volume,RSI,BBANDS_Up,BBANDS_Mid,BBANDS_Low,BETA,Sector,Name,Employees,Exchange_Symbol
1123,2019-11-12 00:00:00-05:00,MMM,170.84,2086519.0,55.721090771341366,176.01315118616662,172.52400000000003,169.03484881383343,1.2633746086088158,Industrials,3M Company,91536,New York Stock Exchange
2247,2019-11-12 00:00:00-05:00,ABT,84.34,4604714.0,60.088547879819664,84.49112118471598,83.67,82.84887881528402,0.662998785099347,Healthcare,Abbott Laboratories,99000,New York Stock Exchange
3371,2019-11-12 00:00:00-05:00,ABBV,86.44,14549417.0,80.55900522956678,88.01393090456062,84.27999999999999,80.54606909543935,0.4554283446330058,Healthcare,AbbVie Inc.,30000,New York Stock Exchange
4495,2019-11-12 00:00:00-05:00,ABMD,223.54,580949.0,74.51081120080448,225.09984572018783,219.39600000000013,213.69215427981243,0.39772264041948324,Healthcare,ABIOMED Inc.,208,Nasdaq Global Select
5619,2019-11-12 00:00:00-05:00,ACN,191.43,2057583.0,60.13755107326671,191.57806205123097,189.90200000000019,188.2259379487694,0.8986443368051568,Technology,Accenture plc Class A (Ireland),459000,New York Stock Exchange
6743,2019-11-12 00:00:00-05:00,ATVI,51.95,12995973.0,36.451557844948816,57.07727617378577,53.936000000000014,50.79472382621426,0.7368413058961443,Technology,Activision Blizzard Inc,9800,Nasdaq Global Select
7867,2019-11-12 00:00:00-05:00,ADBE,291.72,2255753.0,65.19053163456033,293.99535938773636,290.52400000000057,287.0526406122648,0.3750590165358988,Technology,Adobe Inc.,17973,Nasdaq Global Select
8991,2019-11-12 00:00:00-05:00,AMD,36.71,60882182.0,77.12439246395641,36.79838446578227,36.303999999999995,35.80961553421772,0.9139114834483444,Technology,Advanced Micro Devices Inc.,8900,Nasdaq Global Select
10115,2019-11-12 00:00:00-05:00,AAP,156.14,4352720.0,38.19503888482899,176.51382959061777,166.26800000000003,156.02217040938228,0.9487793119568294,Consumer Cyclical,Advance Auto Parts Inc W/I,71000,New York Stock Exchange
11239,2019-11-12 00:00:00-05:00,AES,18.06,10043272.0,71.69314429236393,18.149652244733645,17.77600000000002,17.402347755266398,0.6166788207724209,Utilities,The AES Corporation,21000,New York Stock Exchange
12363,2019-11-12 00:00:00-05:00,AMG,86.28,666476.0,62.494775320036744,87.5910758765803,86.59599999999996,85.60092412341962,0.7583270177271915,Financial Services,Affiliated Managers Group Inc.,4400,New York Stock Exchange
13487,2019-11-12 00:00:00-05:00,AFL,53.97,2600303.0,61.150270750783406,54.32526747477286,53.99799999999989,53.670732525226924,0.7040073875781684,Financial Services,AFLAC Incorporated,11318,New York Stock Exchange
14611,2019-11-12 00:00:00-05:00,A,77.05,1146709.0,59.247780640803285,77.46122455555708,76.44800000000006,75.43477544444305,0.7062139283286981,Healthcare,Agilent Technologies Inc.,13500,New York Stock Exchange
15735,2019-11-12 00:00:00-05:00,APD,237.01,1266913.0,73.22392970192226,243.68924593220245,230.46800000000022,217.24675406779798,0.30216525791788784,Basic Materials,Air Products and Chemicals Inc.,15300,New York Stock Exchange
16859,2019-11-12 00:00:00-05:00,AKAM,84.72,1272882.0,34.530138147246646,87.58028611012621,85.51799999999996,83.4557138898737,-0.10201888711191666,Technology,Akamai Technologies Inc.,7650,Nasdaq Global Select
17983,2019-11-12 00:00:00-05:00,ALK,70.84,593425.0,60.445442552900694,72.00648016366334,71.244,70.48151983633666,0.2876411591327967,Industrials,Alaska Air Group Inc.,21655,New York Stock Exchange
19107,2019-11-12 00:00:00-05:00,ALB,65.31,2183056.0,47.352858945834924,71.8547486891146,67.82599999999995,63.79725131088531,0.681702749573932,Basic Materials,Albemarle Corporation,5400,New York Stock Exchange
20231,2019-11-12 00:00:00-05:00,ARE,154.73,1489814.0,46.868268954280914,155.60429846605211,154.5319999999997,153.45970153394728,0.6585300039317121,Real Estate,Alexandria Real Estate Equities Inc.,323,New York Stock Exchange
21355,2019-11-12 00:00:00-05:00,ALXN,109.44,1428294.0,58.485650604050456,111.56736774429538,108.78400000000006,106.00063225570474,0.5947774829630877,Healthcare,Alexion Pharmaceuticals Inc.,2525,Nasdaq Global Select
22479,2019-11-12 00:00:00-05:00,ALGN,258.97,595008.0,75.79454394646496,261.0343274826084,258.51800000000014,256.0016725173919,0.6240592089265484,Healthcare,Align Technology Inc.,8715,Nasdaq Global Select
23603,2019-11-12 00:00:00-05:00,ALLE,114.7,565348.0,63.52025236479973,116.79885940506864,115.57200000000014,114.34514059493165,0.5270414928930063,Industrials,Allegion plc,10000,New York Stock Exchange
24727,2019-11-12 00:00:00-05:00,AGN,181.96,2774212.0,84.60858741118193,183.37388933664565,180.41000000000003,177.4461106633544,0.18692464840510153,Healthcare,Allergan plc,17800,New York Stock Exchange
25851,2019-11-12 00:00:00-05:00,ADS,108.76,1174810.0,42.44885478163337,110.59283228873701,106.75000000000027,102.90716771126353,0.7457701475970824,Financial Services,Alliance Data Systems Corporation,20000,New York Stock Exchange
26975,2019-11-12 00:00:00-05:00,LNT,51.68,1533213.0,39.869894584865065,51.93563611285782,51.672000000000004,51.40836388714219,0.2328297990421982,Utilities,Alliant Energy Corporation,3989,New York Stock Exchange
28099,2019-11-12 00:00:00-05:00,ALL,110.13,2168531.0,61.411441489904064,110.76046801857666,108.474,106.18753198142335,0.6562859272872015,Financial Services,Allstate Corporation (The),42900,New York Stock Exchange
29223,2019-11-12 00:00:00-05:00,GOOGL,1297.21,1518702.0,64.10020846724713,1313.7404859551802,1300.4880000000003,1287.2355140448203,0.6286854505891349,Technology,Alphabet Inc.,94372,Nasdaq Global Select
31471,2019-11-12 00:00:00-05:00,MO,47.0,7163721.0,65.28099762505384,47.121681986437444,46.342000000000056,45.56231801356267,1.0118103868491566,Consumer Defensive,Altria Group Inc.,8300,New York Stock Exchange
32595,2019-11-12 00:00:00-05:00,AMZN,1778.0,2174239.0,50.46552224887771,1800.5896327081114,1783.900000000005,1767.2103672918988,1.8513802238225323,Consumer Cyclical,Amazon.com Inc.,566000,Nasdaq Global Select
34843,2019-11-12 00:00:00-05:00,AEE,74.2,2114843.0,36.77441867612973,75.67976266108222,74.45799999999997,73.23623733891772,1.0410738505076524,Utilities,Ameren Corporation,8615,New York Stock Exchange
35967,2019-11-12 00:00:00-05:00,AAL,29.52,9436390.0,49.93936278114648,31.59855962372275,30.544000000000032,29.489440376277315,0.886251646051089,Industrials,American Airlines Group Inc.,130500,Nasdaq Global Select
37091,2019-11-12 00:00:00-05:00,AEP,88.5,2715817.0,30.846668765419118,92.04415923063814,89.53199999999993,87.0198407693617,0.7595721962617591,Utilities,American Electric Power Company Inc.,17666,New York Stock Exchange
38215,2019-11-12 00:00:00-05:00,AXP,120.89,2232624.0,58.8789722271434,122.0850060532008,120.84600000000023,119.60699394679966,0.29146463208096235,Financial Services,American Express Company,55000,New York Stock Exchange
39339,2019-11-12 00:00:00-05:00,AIG,55.41,3642479.0,58.25755300743024,55.937935478299856,55.56599999999996,55.194064521700064,1.1111057119085694,Financial Services,American International Group Inc.,49800,New York Stock Exchange
40463,2019-11-12 00:00:00-05:00,AMT,206.75,1765347.0,35.34938514661155,208.46431333567725,206.72800000000024,204.99168666432323,1.150288560816713,Communication Services,American Tower Corporation (REIT),4752,New York Stock Exchange
41587,2019-11-12 00:00:00-05:00,AWK,115.38,878856.0,31.954342084678572,122.02239651978581,117.402,112.78160348021419,0.7255838308211605,Utilities,American Water Works Company Inc.,6900,New York Stock Exchange
42711,2019-11-12 00:00:00-05:00,AMP,158.9,1251274.0,71.95748994575163,159.14461283481575,158.28599999999992,157.4273871651841,0.6305940965374028,Financial Services,Ameriprise Financial Inc.,13000,New York Stock Exchange
43835,2019-11-12 00:00:00-05:00,ABC,85.54,1286174.0,50.72387767955833,86.49445697110583,84.888,83.28154302889418,0.3201132722169893,Healthcare,AmerisourceBergen Corporation,20000,New York Stock Exchange
44959,2019-11-12 00:00:00-05:00,AME,96.25,1971786.0,74.09402801738094,96.5788105619952,96.344,96.10918943800479,0.5052728195319091,Industrials,AMETEK Inc.,16900,New York Stock Exchange
46083,2019-11-12 00:00:00-05:00,AMGN,221.31,3138909.0,75.66091301919604,223.4210080377435,219.50199999999995,215.58299196225641,0.5936871947471772,Healthcare,Amgen Inc.,20800,Nasdaq Global Select
47207,2019-11-12 00:00:00-05:00,APH,101.51,986654.0,56.18599088598847,103.33324200480423,102.36000000000017,101.3867579951961,0.9093063604385571,Technology,Amphenol Corporation,70000,New York Stock Exchange
48331,2019-11-12 00:00:00-05:00,ADI,113.26,2729454.0,56.98034481372047,113.53818500308861,112.63000000000015,111.72181499691169,0.8368240612568019,Technology,Analog Devices Inc.,15300,Nasdaq Global Select
49455,2019-11-12 00:00:00-05:00,ANSS,230.21,453649.0,62.986194569754296,232.7729168743048,225.1639999999999,217.555083125695,-0.9010025785816876,Technology,ANSYS Inc.,2900,Nasdaq Global Select
50579,2019-11-12 00:00:00-05:00,ANTM,283.67,1575346.0,71.68739974524277,284.8716708287102,280.4,275.92832917128976,0.21589531044189675,Healthcare,Anthem Inc.,56000,New York Stock Exchange
51703,2019-11-12 00:00:00-05:00,AON,195.0,718686.0,55.913900352266275,195.08041107222346,194.61800000000005,194.15558892777665,0.1237134747953438,Financial Services,Aon plc Class A (UK),50000,New York Stock Exchange
52827,2019-11-12 00:00:00-05:00,AOS,52.05,1024237.0,62.36865626895845,52.20822212432588,51.956,51.70377787567413,0.7088680363402089,Industrials,A.O. Smith Corporation,16100,New York Stock Exchange
53951,2019-11-12 00:00:00-05:00,APA,23.8,4774627.0,54.23095672495699,24.51350874433757,23.955999999999968,23.398491255662364,0.5811841146013326,Energy,Apache Corporation,3356,New York Stock Exchange
55075,2019-11-12 00:00:00-05:00,AIV,52.82,828534.0,41.382813518862505,53.67178120324722,53.15999999999998,52.648218796752744,0.6857727244015903,Real Estate,Apartment Investment and Management Company,1350,New York Stock Exchange
56199,2019-11-12 00:00:00-05:00,AAPL,261.96,23176350.0,79.05119792428331,263.822280033184,260.1940000000003,256.56571996681663,1.009381201179079,Technology,Apple Inc.,123000,Nasdaq Global Select
57323,2019-11-12 00:00:00-05:00,AMAT,56.42,5606126.0,62.74983888504047,56.74882934708819,56.160000000000025,55.57117065291186,0.8213210732333923,Technology,Applied Materials Inc.,18400,Nasdaq Global Select
58447,2019-11-12 00:00:00-05:00,APTV,95.18,1442652.0,62.90347406996391,97.2556130533378,96.03600000000014,94.81638694666249,0.08742060962260989,Consumer Cyclical,Aptiv PLC,147000,New York Stock Exchange
59571,2019-11-12 00:00:00-05:00,ADM,43.24,2805929.0,64.18693486109115,43.78216179857508,43.30000000000003,42.81783820142498,0.8124235132034439,Consumer Defensive,Archer-Daniels-Midland Company,31300,New York Stock Exchange
60695,2019-11-12 00:00:00-05:00,ARNC,29.5,3749354.0,70.71641707958062,29.80185072548696,29.265999999999984,28.730149274513007,0.04230676846492189,Industrials,Arconic Inc.,41500,New York Stock Exchange
61819,2019-11-12 00:00:00-05:00,ANET,193.97,945639.0,32.97671591073169,195.6207750967741,192.52399999999975,189.42722490322538,1.2393771069359405,Technology,Arista Networks Inc.,1800,New York Stock Exchange
62943,2019-11-12 00:00:00-05:00,AJG,91.49,1048249.0,57.93109192893997,91.81328387450547,91.36400000000012,90.91471612549476,0.11702151390980328,Financial Services,Arthur J. Gallagher & Co.,26800,New York Stock Exchange
64067,2019-11-12 00:00:00-05:00,AIZ,130.61,573415.0,65.13368892538467,131.51103427315493,128.95800000000003,126.4049657268451,0.3203738193250975,Financial Services,Assurant Inc.,14750,New York Stock Exchange
65191,2019-11-12 00:00:00-05:00,ATO,107.0,952484.0,33.68514221915075,109.0304002510955,107.756,106.4815997489045,0.5202970512361097,Utilities,Atmos Energy Corporation,4565,New York Stock Exchange
66315,2019-11-12 00:00:00-05:00,T,39.17,18899882.0,61.63984349429802,39.504504691643255,39.318,39.13149530835674,0.6723577274086999,Communication Services,AT&T Inc.,273210,New York Stock Exchange
67439,2019-11-12 00:00:00-05:00,ADSK,158.06,1778792.0,68.31406032650631,158.20319108902513,153.45399999999995,148.70480891097478,0.4802770575680436,Technology,Autodesk Inc.,8800,Nasdaq Global Select
68563,2019-11-12 00:00:00-05:00,ADP,166.36,2060699.0,60.065950898833464,167.18046923021598,162.85400000000004,158.5275307697841,0.8503011634784854,Industrials,Automatic Data Processing Inc.,57000,Nasdaq Global Select
69687,2019-11-12 00:00:00-05:00,AZO,1166.97,251200.0,64.96133187209554,1177.7450123175483,1167.3939999999998,1157.0429876824512,0.6766068431507094,Consumer Cyclical,AutoZone Inc.,90000,New York Stock Exchange
70811,2019-11-12 00:00:00-05:00,AVB,208.99,638501.0,35.94257426054349,212.54068191121516,210.14999999999964,207.7593180887841,0.9407545104666115,Real Estate,AvalonBay Communities Inc.,3112,New York Stock Exchange
71935,2019-11-12 00:00:00-05:00,AVY,133.89,447311.0,77.78037865609683,134.61913528773385,133.17400000000015,131.72886471226644,-0.33681480135003355,Industrials,Avery Dennison Corporation,30000,New York Stock Exchange
74183,2019-11-12 00:00:00-05:00,BLL,64.37,1973653.0,31.8610752631178,66.72525642899272,65.05799999999996,63.39074357100721,0.9753082797821351,Consumer Cyclical,Ball Corporation,18300,New York Stock Exchange
75307,2019-11-12 00:00:00-05:00,BAC,33.09,38304733.0,72.41275033464795,33.4501176266982,33.11000000000004,32.76988237330188,0.7904608767233078,Financial Services,Bank of America Corporation,205000,New York Stock Exchange
76431,2019-11-12 00:00:00-05:00,BK,48.9,4322298.0,69.50248495687406,49.46697416312967,49.13799999999997,48.80902583687027,0.8717473945017249,Financial Services,Bank of New York Mellon Corporation (The),52000,New York Stock Exchange
77555,2019-11-12 00:00:00-05:00,BAX,80.1,5025243.0,44.9381821188966,80.20952141852948,78.76799999999987,77.32647858147027,1.0965834304218236,Healthcare,Baxter International Inc.,47000,New York Stock Exchange
78679,2019-11-12 00:00:00-05:00,BBT,54.44,4542395.0,57.6664609991678,55.41830225919672,54.73,54.04169774080327,0.8684651803852671,Financial Services,BB&T Corporation,36484,New York Stock Exchange
79803,2019-11-12 00:00:00-05:00,BDX,242.36,1083649.0,40.70227032541166,251.1398487786727,244.98999999999987,238.84015122132703,0.17254577701782828,Healthcare,Becton Dickinson and Company,41933,New York Stock Exchange
80927,2019-11-12 00:00:00-05:00,BRK.B,220.89,3197267.0,70.67225183548412,223.00063093017826,221.5579999999996,220.11536906982093,0.5998934516952228,Financial Services,Berkshire Hathaway Inc.,377000,New York Stock Exchange
82051,2019-11-12 00:00:00-05:00,BBY,75.19,2287864.0,61.68039191375784,77.21438089839653,75.87000000000002,74.52561910160351,0.9812390582109995,Consumer Cyclical,Best Buy Co. Inc.,125000,New York Stock Exchange
83175,2019-11-12 00:00:00-05:00,BIIB,291.4,2175769.0,67.56243211765272,296.30719339180484,290.93200000000024,285.55680660819564,0.8342779902776655,Healthcare,Biogen Inc.,7300,Nasdaq Global Select
84299,2019-11-12 00:00:00-05:00,BLK,486.79,411718.0,70.90508507983905,491.84931464685076,488.6979999999994,485.54668535314806,0.9402738426836639,Financial Services,BlackRock Inc.,14100,New York Stock Exchange
85423,2019-11-12 00:00:00-05:00,HRB,24.58,2228458.0,50.724406732214625,25.369916382106993,24.77200000000003,24.174083617893068,1.0534781854028072,Consumer Cyclical,H&R Block Inc.,2700,New York Stock Exchange
86547,2019-11-12 00:00:00-05:00,BA,362.88,6167198.0,54.224867778567074,370.02630714251774,358.46799999999985,346.90969285748196,0.03632646282585099,Industrials,The Boeing Company,140800,New York Stock Exchange
88795,2019-11-12 00:00:00-05:00,BWA,45.72,1334852.0,73.28672287734716,46.89374811877657,45.81400000000005,44.73425188122353,1.013602718635833,Consumer Cyclical,BorgWarner Inc.,29000,New York Stock Exchange
89919,2019-11-12 00:00:00-05:00,BXP,135.62,704613.0,55.2398368251377,139.79997639266873,137.6820000000002,135.56402360733165,0.14296664846969828,Real Estate,Boston Properties Inc.,740,New York Stock Exchange
91043,2019-11-12 00:00:00-05:00,BSX,41.22,7327366.0,55.717777189028496,41.35098169815627,40.66799999999997,39.985018301843674,0.5997104018820317,Healthcare,Boston Scientific Corporation,29000,New York Stock Exchange
92167,2019-11-12 00:00:00-05:00,BMY,58.39,10749391.0,79.37027529282797,58.82836501329235,57.81999999999996,56.81163498670757,0.6604628445620607,Healthcare,Bristol-Myers Squibb Company,23700,New York Stock Exchange
93291,2019-11-12 00:00:00-05:00,AVGO,315.53,1832945.0,71.22285866962478,315.8062250703853,313.31799999999964,310.82977492961396,0.4655053957016887,Technology,Broadcom Inc.,14000,Nasdaq Global Select
94415,2019-11-12 00:00:00-05:00,BR,118.23,503840.0,38.30066145289402,121.2185542327861,118.74999999999982,116.28144576721353,1.1589296380473526,Industrials,Broadridge Financial Solutions Inc.Common Stock,10000,New York Stock Exchange
96663,2019-11-12 00:00:00-05:00,CHRW,75.5,1874697.0,34.461647031661286,80.25012232129593,77.63400000000006,75.01787767870418,1.1450180224646773,Industrials,C.H. Robinson Worldwide Inc.,15074,Nasdaq Global Select
97787,2019-11-12 00:00:00-05:00,COG,17.8,8735357.0,44.714796684272955,18.719236794502926,18.130000000000017,17.540763205497107,0.42204300863234473,Energy,Cabot Oil & Gas Corporation,468,New York Stock Exchange
98911,2019-11-12 00:00:00-05:00,CDNS,67.58,984344.0,56.646526794647635,67.73827835542892,67.22799999999998,66.71772164457104,0.4807193510748818,Technology,Cadence Design Systems Inc.,7200,Nasdaq Global Select
100035,2019-11-12 00:00:00-05:00,CPB,46.38,1351158.0,47.72077238857161,46.697858728886885,46.34399999999997,45.99014127111306,0.5319642982160843,Consumer Defensive,Campbell Soup Company,23000,New York Stock Exchange
101159,2019-11-12 00:00:00-05:00,COF,97.21,2898010.0,66.20829916332663,97.73854625665912,97.24400000000006,96.749453743341,0.7566468106759947,Financial Services,Capital One Financial Corporation,47600,New York Stock Exchange
103407,2019-11-12 00:00:00-05:00,CAH,54.03,3579481.0,70.87933314141263,55.08413611507135,53.218000000000075,51.3518638849288,0.5575864152978072,Healthcare,Cardinal Health Inc.,50200,New York Stock Exchange
104531,2019-11-12 00:00:00-05:00,KMX,95.26,1121875.0,61.10918432520568,95.29428062430942,94.33200000000002,93.36971937569062,0.8296238378172177,Consumer Cyclical,CarMax Inc,25110,New York Stock Exchange
105655,2019-11-12 00:00:00-05:00,CCL,44.48,2478443.0,53.97605560628846,45.29120438780325,44.72600000000005,44.16079561219685,0.6384027643330829,Consumer Cyclical,Carnival Corporation,99200,New York Stock Exchange
106779,2019-11-12 00:00:00-05:00,CAT,146.34,2984854.0,67.34529503494745,149.01224253012026,146.99999999999991,144.98775746987957,0.6031458413951171,Industrials,Caterpillar Inc.,64940,New York Stock Exchange
107903,2019-11-12 00:00:00-05:00,CBOE,115.88,421316.0,52.34507490460862,116.1055268548179,115.14200000000001,114.17847314518212,-0.01844738812085903,Financial Services,Cboe Global Markets Inc.,889,Cboe Global Markets EDGX
110151,2019-11-12 00:00:00-05:00,CBS,37.76,10308201.0,49.45950933795608,39.44997361453725,37.93400000000006,36.41802638546287,0.8527211138097054,Consumer Cyclical,CBS Corporation Class B,16730,New York Stock Exchange
111275,2019-11-12 00:00:00-05:00,CDW,133.82,1015617.0,70.25053089410329,134.4002145676376,133.46799999999985,132.5357854323621,0.4203059940481856,Technology,CDW Corporation,8726,Nasdaq Global Select
112399,2019-11-12 00:00:00-05:00,CE,126.94,497041.0,64.30031314350808,128.00890266547952,126.35999999999986,124.7110973345202,0.30582977668126404,Basic Materials,Celanese Corporation,7592,New York Stock Exchange
113523,2019-11-12 00:00:00-05:00,CELG,110.0,5233787.0,82.83503531857153,110.47982643382387,109.27000000000002,108.06017356617618,0.6730490224088087,Healthcare,Celgene Corporation,7467,Nasdaq Global Select
114647,2019-11-12 00:00:00-05:00,CNC,55.2,4714785.0,68.34781899883015,56.82177895290226,53.627999999999915,50.43422104709757,0.9060789210067541,Healthcare,Centene Corporation,33700,New York Stock Exchange
115771,2019-11-12 00:00:00-05:00,CNP,27.94,4252218.0,37.7791240119741,29.471704019543346,28.43799999999993,27.404295980456517,0.42104516936907777,Utilities,CenterPoint Energy Inc (Holding Co),7977,New York Stock Exchange
116895,2019-11-12 00:00:00-05:00,CTL,14.62,19207657.0,68.63465724184012,15.75765784660115,14.541999999999973,13.326342153398796,0.37804225820950516,Communication Services,CenturyLink Inc.,47000,New York Stock Exchange
118019,2019-11-12 00:00:00-05:00,CERN,67.01,2362095.0,47.6500382386837,67.56692401897143,66.876,66.18507598102858,-0.2982298617159013,Technology,Cerner Corporation,26000,Nasdaq Global Select
119143,2019-11-12 00:00:00-05:00,CF,47.91,3021574.0,53.48342752772376,47.92644830917858,46.80199999999998,45.677551690821375,0.9806240522736175,Basic Materials,CF Industries Holdings Inc.,3000,New York Stock Exchange
120267,2019-11-12 00:00:00-05:00,SCHW,43.48,4104581.0,65.131549495939,43.72546627105561,43.36599999999997,43.00653372894433,0.6491032910968614,Financial Services,Charles Schwab Corporation (The),18700,New York Stock Exchange
121391,2019-11-12 00:00:00-05:00,CHTR,474.07,736223.0,71.45339528992338,475.66230271136556,470.95799999999997,466.2536972886344,0.32176749504354973,Communication Services,Charter Communications Inc.,94800,Nasdaq Global Select
122515,2019-11-12 00:00:00-05:00,CVX,120.96,5252028.0,58.09532430025077,122.16059415502372,120.89799999999973,119.63540584497574,0.599113674410382,Energy,Chevron Corporation,51900,New York Stock Exchange
123639,2019-11-12 00:00:00-05:00,CMG,757.27,711039.0,41.595131400215095,759.9118168115156,742.7820000000003,725.652183188485,1.1945387120915074,Consumer Cyclical,Chipotle Mexican Grill Inc.,68890,New York Stock Exchange
124763,2019-11-12 00:00:00-05:00,CB,151.4,1628074.0,47.164795749915314,153.0830521764806,151.86599999999981,150.64894782351902,0.4716775783652091,Financial Services,Chubb Limited,31000,New York Stock Exchange
125887,2019-11-12 00:00:00-05:00,CHD,67.05,1708888.0,29.427513508193602,67.79539579594507,67.37199999999997,66.94860420405487,1.0354048116172283,Consumer Defensive,Church & Dwight Company Inc.,4700,New York Stock Exchange
127011,2019-11-12 00:00:00-05:00,CI,188.97,1960844.0,76.52768086487984,190.76580551145062,186.55999999999992,182.3541944885492,0.4870649494163267,Healthcare,Cigna Corporation,46000,New York Stock Exchange
128135,2019-11-12 00:00:00-05:00,XEC,45.02,2469143.0,49.91959129390519,46.79482800121375,45.791999999999966,44.78917199878618,0.5374997226572585,Energy,Cimarex Energy Co,910,New York Stock Exchange
129259,2019-11-12 00:00:00-05:00,CINF,108.57,719415.0,36.756944735794235,110.94259655251965,109.26600000000003,107.58940344748042,-0.16216458385889043,Financial Services,Cincinnati Financial Corporation,4925,Nasdaq Global Select
130383,2019-11-12 00:00:00-05:00,CTAS,258.85,1251369.0,38.72649474961544,265.4921224571773,261.4580000000002,257.4238775428231,0.28072600238409867,Industrials,Cintas Corporation,41000,Nasdaq Global Select
131507,2019-11-12 00:00:00-05:00,CSCO,48.37,17750518.0,55.655565568686825,48.882214828381606,48.39799999999995,47.9137851716183,1.2029373951167108,Technology,Cisco Systems Inc.,74200,Nasdaq Global Select
132631,2019-11-12 00:00:00-05:00,C,75.07,12177590.0,62.58039309304567,76.60257248421772,75.40400000000007,74.20542751578242,0.8201712249394646,Financial Services,Citigroup Inc.,209000,New York Stock Exchange
133755,2019-11-12 00:00:00-05:00,CFG,38.39,4300249.0,69.49387941253572,38.82278253189622,38.231999999999985,37.64121746810375,0.9716923357410684,Financial Services,Citizens Financial Group Inc.,17600,New York Stock Exchange
134879,2019-11-12 00:00:00-05:00,CTXS,111.43,2663229.0,79.5540489753013,112.03808546746579,110.63400000000009,109.22991453253438,0.2784642876978603,Technology,Citrix Systems Inc.,7500,Nasdaq Global Select
136003,2019-11-12 00:00:00-05:00,CLX,145.36,744507.0,37.54962519048255,149.42008489560624,147.182,144.94391510439374,1.2633785963369353,Consumer Defensive,Clorox Company (The),8700,New York Stock Exchange
137127,2019-11-12 00:00:00-05:00,CME,201.49,1139098.0,44.98442095745271,201.54940498878926,199.17999999999955,196.81059501120984,0.7082889471714378,Financial Services,CME Group Inc.,2830,Nasdaq Global Select
138251,2019-11-12 00:00:00-05:00,CMS,59.59,1405085.0,32.103455716780324,61.39873664376097,60.030000000000044,58.66126335623912,0.6497653940530844,Utilities,CMS Energy Corporation,7952,New York Stock Exchange
139375,2019-11-12 00:00:00-05:00,KO,51.71,14272599.0,34.99416585564939,52.935976500935155,52.17000000000005,51.40402349906495,0.6279373972635464,Consumer Defensive,Coca-Cola Company (The),61800,New York Stock Exchange
140499,2019-11-12 00:00:00-05:00,CTSH,62.84,3521484.0,61.828026788621294,63.253575586971664,62.72600000000002,62.19842441302838,0.22508882283242462,Technology,Cognizant Technology Solutions Corporation,274200,Nasdaq Global Select
141623,2019-11-12 00:00:00-05:00,CL,66.64,3565939.0,40.23408033128948,66.88883729609407,66.64000000000013,66.39116270390619,1.2998482670293996,Consumer Defensive,Colgate-Palmolive Company,35900,New York Stock Exchange
142747,2019-11-12 00:00:00-05:00,CMCSA,45.23,14016462.0,52.395693658959594,45.726099003828956,44.91800000000005,44.10990099617114,-0.08827234570819058,Communication Services,Comcast Corporation Class A Common Stock,164000,Nasdaq Global Select
143871,2019-11-12 00:00:00-05:00,CMA,71.42,1535526.0,66.33118808938667,72.43783363188312,71.36800000000015,70.29816636811718,0.961931463928837,Financial Services,Comerica Incorporated,8190,New York Stock Exchange
144995,2019-11-12 00:00:00-05:00,CAG,27.58,2832106.0,47.518225310109685,27.94830703549717,27.642000000000042,27.335692964502915,0.6089523740090946,Consumer Defensive,ConAgra Brands Inc.,12400,New York Stock Exchange
146119,2019-11-12 00:00:00-05:00,CXO,72.26,1906192.0,63.14694502388784,73.09279551475305,72.30799999999995,71.52320448524685,0.4289556301159668,Energy,Concho Resources Inc.,1203,New York Stock Exchange
147243,2019-11-12 00:00:00-05:00,COP,58.23,6148558.0,55.58316593818362,60.05838117837985,58.69400000000019,57.32961882162053,0.40593604583447707,Energy,ConocoPhillips,11100,New York Stock Exchange
148367,2019-11-12 00:00:00-05:00,ED,86.42,1526626.0,30.43941626674121,88.99726520524702,87.53599999999992,86.07473479475281,0.8772479893857488,Utilities,Consolidated Edison Inc.,15591,New York Stock Exchange
149491,2019-11-12 00:00:00-05:00,STZ,183.83,1747705.0,30.717920136094467,194.9206476974708,187.87999999999997,180.83935230252914,0.6907346818901635,Consumer Defensive,Constellation Brands Inc.,9600,New York Stock Exchange
150615,2019-11-12 00:00:00-05:00,COO,294.53,255374.0,53.99775902941879,295.8830612989792,293.0199999999997,290.1569387010202,0.6661954185053239,Healthcare,The Cooper Companies Inc.,11800,New York Stock Exchange
151739,2019-11-12 00:00:00-05:00,CPRT,82.3,1347936.0,51.095635838968754,83.12926445723639,82.04200000000006,80.95473554276373,0.35897290938591103,Consumer Cyclical,Copart Inc.,6026,Nasdaq Global Select
152863,2019-11-12 00:00:00-05:00,GLW,29.62,2980520.0,50.048529728901215,30.518330694551615,29.991999999999923,29.46566930544823,-0.02764560626165541,Technology,Corning Incorporated,46200,New York Stock Exchange
155111,2019-11-12 00:00:00-05:00,COST,300.5,1674803.0,55.171541038351634,305.5373338580498,302.14799999999946,298.7586661419491,0.6915414507392789,Consumer Defensive,Costco Wholesale Corporation,245000,Nasdaq Global Select
156235,2019-11-12 00:00:00-05:00,COTY,12.41,5876389.0,63.583611424706646,13.280055347726453,12.73800000000001,12.195944652273567,-0.09411296287543627,Consumer Defensive,Coty Inc. Class A,20000,New York Stock Exchange
157359,2019-11-12 00:00:00-05:00,CCI,130.66,3373164.0,33.82209452676542,134.0713176284728,131.6799999999999,129.288682371527,1.217037367513482,Real Estate,Crown Castle International Corp. (REIT),4500,New York Stock Exchange
